Wavelength (nm),Sum(calc),Cr I (1.6e-2),Cr II (1.6e-1),Fe I (1.1e-1),Fe II (5.9e-1),Fe III (7.9e-5),Ni I (2.7e-2),Ni II (8.6e-2),Ni III (2.9e-6),Mo I (1.4e-3)
327.78,7.704e+1,2.040e-16,1.212e-15,7.404e+1,1.075e-16,7.895e-25,3.202e-17,,2.468e-27,3.004e+0
327.81,1.271e+2,2.061e-16,1.212e-15,1.251e+2,1.074e-16,7.892e-25,3.182e-17,,2.470e-27,1.986e+0
327.83,1.724e+2,2.075e-16,1.211e-15,1.710e+2,1.073e-16,7.890e-25,3.169e-17,,2.471e-27,1.452e+0
327.86,2.593e+2,2.096e-16,1.211e-15,2.584e+2,1.072e-16,7.886e-25,3.149e-17,,2.472e-27,8.586e-1
327.88,3.286e+2,2.110e-16,1.211e-15,3.280e+2,1.072e-16,7.884e-25,3.135e-17,,2.473e-27,5.827e-1
327.91,4.442e+2,2.131e-16,1.211e-15,4.439e+2,1.071e-16,7.880e-25,3.116e-17,,2.475e-27,3.081e-1
327.93,5.237e+2,2.145e-16,1.211e-15,5.235e+2,1.071e-16,7.878e-25,3.102e-17,,2.476e-27,1.942e-1
327.96,6.351e+2,2.166e-16,1.210e-15,6.350e+2,1.070e-16,7.874e-25,3.083e-17,,2.478e-27,9.228e-2
327.98,6.969e+2,2.180e-16,1.210e-15,6.969e+2,1.069e-16,7.872e-25,3.069e-17,,2.479e-27,5.483e-2
328,7.437e+2,2.194e-16,1.210e-15,7.437e+2,1.069e-16,7.869e-25,3.056e-17,,2.480e-27,3.303e-2
328.03,7.793e+2,2.215e-16,1.210e-15,7.793e+2,1.068e-16,7.866e-25,3.036e-17,,2.482e-27,2.020e-2
328.05,7.787e+2,2.229e-16,1.210e-15,7.787e+2,1.067e-16,7.863e-25,3.023e-17,,2.483e-27,2.252e-2
328.08,7.450e+2,2.250e-16,1.209e-15,7.449e+2,1.066e-16,7.860e-25,3.003e-17,,2.484e-27,4.630e-2
328.1,7.057e+2,2.264e-16,1.209e-15,7.056e+2,1.066e-16,7.858e-25,2.990e-17,,2.485e-27,8.421e-2
328.13,6.331e+2,2.285e-16,1.209e-15,6.329e+2,1.065e-16,7.854e-25,2.970e-17,,2.487e-27,2.048e-1
328.15,5.825e+2,2.299e-16,1.209e-15,5.822e+2,1.064e-16,7.852e-25,2.957e-17,,2.488e-27,3.596e-1
328.18,5.129e+2,2.320e-16,1.208e-15,5.121e+2,1.063e-16,7.848e-25,2.937e-17,,2.490e-27,7.942e-1
328.2,4.738e+2,2.334e-16,1.208e-15,4.725e+2,1.063e-16,7.846e-25,2.924e-17,,2.491e-27,1.300e+0
328.23,4.276e+2,2.355e-16,1.208e-15,4.250e+2,1.062e-16,7.842e-25,2.904e-17,,2.492e-27,2.577e+0
328.25,4.039e+2,2.369e-16,1.208e-15,4.000e+2,1.061e-16,7.840e-25,2.891e-17,,2.493e-27,3.925e+0
328.28,3.757e+2,2.390e-16,1.208e-15,3.687e+2,1.061e-16,7.836e-25,2.871e-17,,2.495e-27,6.988e+0
328.3,3.602e+2,2.404e-16,1.207e-15,3.503e+2,1.060e-16,7.834e-25,2.858e-17,,2.496e-27,9.903e+0
328.33,3.420e+2,2.425e-16,1.207e-15,3.262e+2,1.059e-16,7.830e-25,2.838e-17,,2.498e-27,1.583e+1
328.35,3.357e+2,2.439e-16,1.207e-15,3.148e+2,1.059e-16,7.828e-25,2.825e-17,,2.499e-27,2.088e+1
328.37,3.375e+2,2.453e-16,1.207e-15,3.107e+2,1.058e-16,7.825e-25,2.811e-17,,2.500e-27,2.677e+1
328.4,3.658e+2,2.474e-16,1.207e-15,3.289e+2,1.057e-16,7.822e-25,2.792e-17,,2.501e-27,3.683e+1
328.42,4.096e+2,2.488e-16,1.206e-15,3.656e+2,1.057e-16,7.820e-25,2.778e-17,,2.503e-27,4.398e+1
328.45,5.269e+2,2.509e-16,1.206e-15,4.724e+2,1.056e-16,7.816e-25,2.758e-17,,2.504e-27,5.446e+1
328.47,6.462e+2,2.523e-16,1.206e-15,5.855e+2,1.055e-16,7.814e-25,2.745e-17,,2.505e-27,6.069e+1
328.5,8.926e+2,2.543e-16,1.206e-15,8.247e+2,1.054e-16,7.810e-25,2.725e-17,,2.507e-27,6.794e+1
328.52,1.100e+3,2.557e-16,1.206e-15,1.029e+3,1.054e-16,7.808e-25,2.712e-17,,2.508e-27,7.098e+1
328.55,1.460e+3,2.578e-16,1.205e-15,1.387e+3,1.053e-16,7.804e-25,2.692e-17,,2.510e-27,7.268e+1
328.57,1.717e+3,2.592e-16,1.205e-15,1.645e+3,1.052e-16,7.802e-25,2.679e-17,,2.511e-27,7.212e+1
328.6,2.090e+3,2.613e-16,1.205e-15,2.020e+3,1.051e-16,7.798e-25,2.659e-17,,2.512e-27,6.966e+1
328.62,2.304e+3,2.627e-16,1.205e-15,2.237e+3,1.051e-16,7.796e-25,2.646e-17,,2.513e-27,6.774e+1
328.65,2.535e+3,2.648e-16,1.205e-15,2.469e+3,1.050e-16,7.792e-25,2.626e-17,,2.515e-27,6.603e+1
328.67,2.608e+3,2.662e-16,1.204e-15,2.542e+3,1.049e-16,7.790e-25,2.613e-17,,2.516e-27,6.655e+1
328.7,2.584e+3,2.683e-16,1.204e-15,2.513e+3,1.049e-16,7.786e-25,2.593e-17,,2.518e-27,7.106e+1
328.72,2.481e+3,2.697e-16,1.204e-15,2.404e+3,1.048e-16,7.784e-25,2.580e-17,,2.519e-27,7.696e+1
328.75,2.218e+3,2.718e-16,1.204e-15,2.127e+3,1.047e-16,7.780e-25,2.560e-17,,2.520e-27,9.018e+1
328.77,1.992e+3,2.732e-16,1.204e-15,1.890e+3,1.047e-16,7.778e-25,2.547e-17,,2.521e-27,1.015e+2
328.79,1.745e+3,2.746e-16,1.203e-15,1.631e+3,1.046e-16,7.776e-25,2.534e-17,,2.522e-27,1.142e+2
328.82,1.373e+3,2.767e-16,1.203e-15,1.239e+3,1.045e-16,7.772e-25,2.514e-17,,2.524e-27,1.342e+2
328.84,1.144e+3,2.781e-16,1.203e-15,9.966e+2,1.045e-16,7.770e-25,2.501e-17,,2.525e-27,1.470e+2
328.87,8.515e+2,2.802e-16,1.203e-15,6.881e+2,1.044e-16,7.766e-25,2.481e-17,,2.527e-27,1.634e+2
328.89,6.993e+2,2.816e-16,1.203e-15,5.277e+2,1.043e-16,7.764e-25,2.467e-17,,2.528e-27,1.716e+2
328.92,5.387e+2,2.837e-16,1.202e-15,3.598e+2,1.042e-16,7.760e-25,2.448e-17,,2.529e-27,1.788e+2
328.94,4.757e+2,2.851e-16,1.202e-15,2.956e+2,1.042e-16,7.758e-25,2.434e-17,,2.530e-27,1.802e+2
328.97,4.430e+2,2.872e-16,1.202e-15,2.657e+2,1.041e-16,7.754e-25,2.415e-17,,2.532e-27,1.773e+2
328.99,4.591e+2,2.886e-16,1.202e-15,2.866e+2,1.040e-16,7.752e-25,2.401e-17,,2.533e-27,1.725e+2
329.02,5.346e+2,2.907e-16,1.201e-15,3.725e+2,1.039e-16,7.748e-25,2.381e-17,,2.535e-27,1.621e+2
329.04,6.151e+2,2.921e-16,1.201e-15,4.618e+2,1.039e-16,7.746e-25,2.368e-17,,2.536e-27,1.532e+2
329.07,7.718e+2,2.942e-16,1.201e-15,6.340e+2,1.038e-16,7.742e-25,2.348e-17,,2.537e-27,1.378e+2
329.09,8.926e+2,2.956e-16,1.201e-15,7.662e+2,1.037e-16,7.740e-25,2.335e-17,,2.539e-27,1.264e+2
329.12,1.081e+3,2.977e-16,1.201e-15,9.728e+2,1.037e-16,7.736e-25,2.315e-17,,2.540e-27,1.079e+2
329.14,1.199e+3,2.991e-16,1.201e-15,1.104e+3,1.036e-16,7.734e-25,2.302e-17,,2.541e-27,9.506e+1
329.16,1.300e+3,3.005e-16,1.200e-15,1.218e+3,1.035e-16,7.732e-25,2.289e-17,,2.542e-27,8.217e+1
329.19,1.405e+3,3.026e-16,1.200e-15,1.341e+3,1.035e-16,7.728e-25,2.269e-17,,2.544e-27,6.346e+1
329.21,1.433e+3,3.040e-16,1.200e-15,1.381e+3,1.034e-16,7.726e-25,2.256e-17,,2.545e-27,5.191e+1
329.24,1.407e+3,3.061e-16,1.200e-15,1.371e+3,1.033e-16,7.722e-25,2.236e-17,,2.547e-27,3.668e+1
329.26,1.346e+3,3.075e-16,1.200e-15,1.317e+3,1.033e-16,7.720e-25,2.223e-17,,2.548e-27,2.817e+1
329.29,1.197e+3,3.096e-16,1.199e-15,1.179e+3,1.032e-16,7.716e-25,2.203e-17,,2.549e-27,1.804e+1
329.31,1.070e+3,3.110e-16,1.199e-15,1.057e+3,1.031e-16,7.714e-25,2.190e-17,,2.550e-27,1.295e+1
329.34,8.602e+2,3.131e-16,1.199e-15,8.528e+2,1.030e-16,7.710e-25,2.170e-17,,2.552e-27,7.467e+0
329.36,7.190e+2,3.144e-16,1.199e-15,7.140e+2,1.030e-16,7.708e-25,2.157e-17,,2.553e-27,4.994e+0
329.39,5.220e+2,3.165e-16,1.198e-15,5.194e+2,1.029e-16,7.704e-25,2.137e-17,,2.555e-27,2.587e+0
329.41,4.075e+2,3.179e-16,1.198e-15,4.059e+2,1.028e-16,7.702e-25,2.124e-17,,2.556e-27,1.610e+0
329.44,2.670e+2,3.200e-16,1.198e-15,2.662e+2,1.028e-16,7.698e-25,2.104e-17,,2.557e-27,7.480e-1
329.46,1.946e+2,3.214e-16,1.198e-15,1.942e+2,1.027e-16,7.696e-25,2.090e-17,,2.558e-27,4.326e-1
329.49,1.150e+2,3.235e-16,1.198e-15,1.148e+2,1.026e-16,7.692e-25,2.071e-17,,2.560e-27,1.801e-1
329.51,7.826e+1,3.249e-16,1.197e-15,7.816e+1,1.026e-16,7.690e-25,2.057e-17,,2.561e-27,9.678e-2
329.53,5.179e+1,3.263e-16,1.197e-15,5.174e+1,1.025e-16,7.688e-25,2.044e-17,,2.562e-27,5.050e-2
329.56,2.646e+1,3.284e-16,1.197e-15,2.645e+1,1.024e-16,7.684e-25,2.024e-17,,2.564e-27,1.801e-2
329.58,1.634e+1,3.298e-16,1.197e-15,1.633e+1,1.024e-16,7.682e-25,2.011e-17,,2.565e-27,8.731e-3
329.61,7.519e+0,3.319e-16,1.197e-15,7.516e+0,1.023e-16,7.678e-25,1.991e-17,,2.567e-27,2.788e-3
329.63,4.328e+0,3.333e-16,1.196e-15,4.326e+0,1.022e-16,7.676e-25,1.978e-17,,2.568e-27,1.255e-3
329.66,1.793e+0,3.354e-16,1.196e-15,1.792e+0,1.021e-16,7.672e-25,1.958e-17,,2.569e-27,3.589e-4
329.68,9.617e-1,3.368e-16,1.196e-15,9.616e-1,1.021e-16,7.670e-25,1.945e-17,,2.570e-27,1.501e-4
329.71,3.583e-1,3.389e-16,1.196e-15,3.583e-1,1.020e-16,7.666e-25,1.925e-17,,2.572e-27,3.841e-5
329.73,1.791e-1,3.403e-16,1.196e-15,1.791e-1,1.019e-16,7.664e-25,1.912e-17,,2.573e-27,1.492e-5
329.76,5.998e-2,3.424e-16,1.195e-15,5.998e-2,1.018e-16,7.660e-25,1.892e-17,,2.575e-27,3.419e-6
329.78,2.791e-2,3.438e-16,1.195e-15,2.791e-2,1.018e-16,7.658e-25,1.879e-17,,2.576e-27,1.238e-6
329.81,8.400e-3,3.459e-16,1.195e-15,8.399e-3,1.017e-16,7.655e-25,1.859e-17,,2.577e-27,2.811e-7
329.83,3.640e-3,3.473e-16,1.195e-15,3.639e-3,1.016e-16,7.652e-25,1.846e-17,,2.578e-27,1.688e-7
329.86,9.876e-4,3.494e-16,1.195e-15,9.872e-4,1.016e-16,7.649e-25,1.826e-17,,2.580e-27,4.250e-7
329.88,4.096e-4,3.508e-16,1.194e-15,4.085e-4,1.015e-16,7.646e-25,1.813e-17,,2.581e-27,1.139e-6
329.9,1.930e-4,3.522e-16,1.194e-15,1.899e-4,1.014e-16,7.644e-25,1.799e-17,,2.582e-27,3.053e-6
329.93,2.074e-4,3.543e-16,1.194e-15,1.946e-4,1.014e-16,7.640e-25,1.780e-17,,2.584e-27,1.276e-5
329.95,4.662e-4,3.557e-16,1.194e-15,4.343e-4,1.013e-16,7.638e-25,1.766e-17,,2.585e-27,3.193e-5
329.98,1.850e-3,3.578e-16,1.194e-15,1.730e-3,1.012e-16,7.634e-25,1.747e-17,,2.586e-27,1.198e-4
330,4.548e-3,3.592e-16,1.193e-15,4.269e-3,1.012e-16,7.632e-25,1.733e-17,,2.588e-27,2.788e-4
330.03,1.665e-2,3.613e-16,1.193e-15,1.571e-2,1.011e-16,7.628e-25,1.713e-17,,2.589e-27,9.385e-4
330.05,3.817e-2,3.627e-16,1.193e-15,3.613e-2,1.010e-16,7.626e-25,1.700e-17,,2.590e-27,2.033e-3
330.08,1.255e-1,3.648e-16,1.193e-15,1.194e-1,1.009e-16,7.622e-25,1.680e-17,,2.592e-27,6.141e-3
330.1,2.679e-1,3.662e-16,1.193e-15,2.556e-1,1.009e-16,7.620e-25,1.667e-17,,2.593e-27,1.238e-2
330.13,7.919e-1,3.683e-16,1.192e-15,7.583e-1,1.008e-16,7.617e-25,1.647e-17,,2.595e-27,3.357e-2
330.15,1.574e+0,3.697e-16,1.192e-15,1.511e+0,1.007e-16,7.614e-25,1.634e-17,,2.596e-27,6.298e-2
330.18,4.179e+0,3.718e-16,1.192e-15,4.026e+0,1.006e-16,7.611e-25,1.614e-17,,2.597e-27,1.534e-1
330.2,7.734e+0,3.732e-16,1.192e-15,7.466e+0,1.006e-16,7.608e-25,1.601e-17,,2.598e-27,2.680e-1
330.23,1.846e+1,3.752e-16,1.191e-15,1.787e+1,1.005e-16,7.605e-25,1.581e-17,,2.600e-27,5.866e-1
330.25,3.181e+1,3.766e-16,1.191e-15,3.086e+1,1.004e-16,7.602e-25,1.568e-17,,2.601e-27,9.546e-1
330.27,5.329e+1,3.780e-16,1.191e-15,5.178e+1,1.004e-16,7.600e-25,1.555e-17,,2.602e-27,1.510e+0
330.3,1.095e+2,3.801e-16,1.191e-15,1.067e+2,1.003e-16,7.596e-25,1.535e-17,,2.604e-27,2.852e+0
330.32,1.709e+2,3.815e-16,1.191e-15,1.667e+2,1.002e-16,7.594e-25,1.522e-17,,2.605e-27,4.209e+0
330.35,3.159e+2,3.836e-16,1.190e-15,3.088e+2,1.002e-16,7.590e-25,1.502e-17,,2.606e-27,7.168e+0
330.37,4.593e+2,3.850e-16,1.190e-15,4.494e+2,1.001e-16,7.588e-25,1.489e-17,,2.607e-27,9.880e+0
330.4,7.635e+2,3.871e-16,1.190e-15,7.483e+2,1.000e-16,7.584e-25,1.469e-17,,2.609e-27,1.521e+1
330.42,1.034e+3,3.885e-16,1.190e-15,1.015e+3,9.996e-17,7.582e-25,1.456e-17,,2.610e-27,1.963e+1
330.45,1.547e+3,3.906e-16,1.190e-15,1.520e+3,9.988e-17,7.579e-25,1.436e-17,,2.612e-27,2.743e+1
330.47,1.954e+3,3.920e-16,1.189e-15,1.921e+3,9.982e-17,7.576e-25,7.222e-17,,2.613e-27,3.324e+1
330.5,2.631e+3,3.941e-16,1.189e-15,2.589e+3,9.973e-17,7.573e-25,7.715e-16,,2.614e-27,4.238e+1
330.52,3.099e+3,3.955e-16,1.189e-15,3.051e+3,9.968e-17,7.570e-25,3.609e-15,,2.615e-27,4.841e+1
330.55,3.760e+3,3.976e-16,1.189e-15,3.704e+3,9.959e-17,7.567e-25,3.456e-14,,2.617e-27,5.666e+1
330.57,4.132e+3,3.990e-16,1.189e-15,4.071e+3,9.953e-17,7.564e-25,1.503e-13,,2.618e-27,6.126e+1
330.6,4.521e+3,4.011e-16,1.188e-15,4.455e+3,9.945e-17,7.561e-25,1.291e-12,,2.620e-27,6.625e+1
330.62,4.640e+3,4.025e-16,1.188e-15,4.572e+3,9.939e-17,7.558e-25,5.220e-12,,2.621e-27,6.807e+1
330.64,4.634e+3,4.039e-16,1.188e-15,4.565e+3,9.934e-17,7.556e-25,2.050e-11,,2.622e-27,6.856e+1
330.67,4.396e+3,4.060e-16,1.188e-15,4.329e+3,9.925e-17,7.552e-25,1.511e-10,,2.624e-27,6.681e+1
330.69,4.105e+3,4.074e-16,1.188e-15,4.041e+3,9.919e-17,7.550e-25,5.519e-10,,2.625e-27,6.408e+1
330.72,3.524e+3,4.095e-16,1.187e-15,3.466e+3,9.911e-17,7.546e-25,3.647e-9,,2.626e-27,5.797e+1
330.74,3.080e+3,4.109e-16,1.187e-15,3.027e+3,9.905e-17,7.544e-25,1.239e-8,,2.627e-27,5.285e+1
330.77,2.397e+3,4.130e-16,1.187e-15,2.352e+3,9.897e-17,7.541e-25,7.339e-8,,2.629e-27,4.420e+1
330.79,1.963e+3,4.144e-16,1.187e-15,1.925e+3,9.891e-17,7.538e-25,2.317e-7,,2.630e-27,3.817e+1
330.82,1.388e+3,4.165e-16,1.187e-15,1.358e+3,9.882e-17,7.535e-25,1.231e-6,,2.632e-27,2.935e+1
330.84,1.067e+3,4.179e-16,1.186e-15,1.043e+3,9.877e-17,7.532e-25,3.614e-6,,2.633e-27,2.392e+1
330.87,6.860e+2,4.200e-16,1.186e-15,6.691e+2,9.868e-17,7.529e-25,1.721e-5,,2.634e-27,1.686e+1
330.89,4.955e+2,4.214e-16,1.186e-15,4.825e+2,9.862e-17,7.526e-25,4.699e-5,,2.635e-27,1.300e+1
330.92,2.906e+2,4.235e-16,1.186e-15,2.821e+2,9.854e-17,7.523e-25,2.007e-4,,2.637e-27,8.555e+0
330.94,1.977e+2,4.249e-16,1.186e-15,1.913e+2,9.848e-17,7.520e-25,5.093e-4,,2.638e-27,6.465e+0
330.97,1.065e+2,4.270e-16,1.185e-15,1.020e+2,9.840e-17,7.517e-25,1.950e-3,,2.640e-27,4.514e+0
330.99,6.911e+1,4.284e-16,1.185e-15,6.519e+1,9.834e-17,7.514e-25,4.603e-3,,2.641e-27,3.912e+0
331.02,3.605e+1,4.305e-16,1.185e-15,3.214e+1,9.825e-17,7.511e-25,1.580e-2,,2.642e-27,3.895e+0
331.04,2.439e+1,4.319e-16,1.185e-15,1.997e+1,9.820e-17,7.509e-25,3.467e-2,,2.643e-27,4.383e+0
331.06,1.824e+1,4.333e-16,1.185e-15,1.297e+1,9.814e-17,7.506e-25,7.391e-2,,2.645e-27,5.197e+0
331.09,1.630e+1,4.353e-16,1.184e-15,9.203e+0,9.805e-17,7.503e-25,2.178e-1,,2.646e-27,6.875e+0
331.11,1.888e+1,4.367e-16,1.184e-15,1.027e+1,9.800e-17,7.500e-25,4.316e-1,,2.647e-27,8.184e+0
331.14,2.864e+1,4.388e-16,1.184e-15,1.730e+1,9.791e-17,7.497e-25,1.140e+0,,2.649e-27,1.020e+1
331.16,4.002e+1,4.402e-16,1.184e-15,2.648e+1,9.785e-17,7.494e-25,2.101e+0,,2.650e-27,1.144e+1
331.19,6.749e+1,4.423e-16,1.183e-15,4.963e+1,9.777e-17,7.491e-25,4.977e+0,,2.652e-27,1.288e+1
331.21,9.534e+1,4.437e-16,1.183e-15,7.336e+1,9.771e-17,7.488e-25,8.527e+0,,2.653e-27,1.345e+1
331.24,1.569e+2,4.458e-16,1.183e-15,1.252e+2,9.763e-17,7.485e-25,1.811e+1,,2.654e-27,1.360e+1
331.26,2.144e+2,4.472e-16,1.183e-15,1.724e+2,9.757e-17,7.482e-25,2.885e+1,,2.655e-27,1.321e+1
331.29,3.308e+2,4.493e-16,1.183e-15,2.639e+2,9.748e-17,7.479e-25,5.493e+1,,2.657e-27,1.197e+1
331.31,4.302e+2,4.507e-16,1.182e-15,3.380e+2,9.743e-17,7.476e-25,8.138e+1,,2.658e-27,1.081e+1
331.34,6.117e+2,4.528e-16,1.182e-15,4.640e+2,9.734e-17,7.473e-25,1.389e+2,,2.660e-27,8.780e+0
331.36,7.513e+2,4.542e-16,1.182e-15,5.526e+2,9.729e-17,7.471e-25,1.914e+2,,2.661e-27,7.370e+0
331.39,9.783e+2,4.563e-16,1.182e-15,6.800e+2,9.720e-17,7.467e-25,2.929e+2,,2.662e-27,5.367e+0
331.41,1.132e+3,4.577e-16,1.182e-15,7.530e+2,9.714e-17,7.465e-25,3.751e+2,,2.663e-27,4.188e+0
331.43,1.280e+3,4.591e-16,1.181e-15,8.099e+2,9.709e-17,7.462e-25,4.666e+2,,2.664e-27,3.175e+0
331.46,1.470e+3,4.612e-16,1.181e-15,8.553e+2,9.700e-17,7.459e-25,6.131e+2,,2.666e-27,1.984e+0
331.48,1.566e+3,4.626e-16,1.181e-15,8.553e+2,9.694e-17,7.456e-25,7.091e+2,,2.667e-27,1.398e+0
331.51,1.646e+3,4.647e-16,1.181e-15,8.099e+2,9.686e-17,7.453e-25,8.353e+2,,2.669e-27,7.829e-1
331.53,1.652e+3,4.661e-16,1.181e-15,7.530e+2,9.680e-17,7.450e-25,8.984e+2,,2.670e-27,5.129e-1
331.56,1.588e+3,4.682e-16,1.180e-15,6.392e+2,9.672e-17,7.447e-25,9.489e+2,,2.671e-27,2.575e-1
331.58,1.502e+3,4.696e-16,1.180e-15,5.526e+2,9.666e-17,7.444e-25,9.491e+2,,2.672e-27,1.568e-1
331.61,1.320e+3,4.717e-16,1.180e-15,4.206e+2,9.657e-17,7.441e-25,8.993e+2,,2.674e-27,7.058e-2
331.63,1.175e+3,4.731e-16,1.180e-15,3.380e+2,9.652e-17,7.438e-25,8.370e+2,,2.675e-27,3.997e-2
331.66,9.439e+2,4.752e-16,1.180e-15,2.307e+2,9.643e-17,7.435e-25,7.132e+2,,2.677e-27,1.612e-2
331.68,7.924e+2,4.766e-16,1.179e-15,1.724e+2,9.637e-17,7.433e-25,6.200e+2,,2.678e-27,8.488e-3
331.71,5.865e+2,4.787e-16,1.179e-15,1.055e+2,9.629e-17,7.429e-25,4.811e+2,,2.679e-27,3.073e-3
331.73,4.711e+2,4.801e-16,1.179e-15,7.328e+1,9.623e-17,7.427e-25,3.978e+2,,2.681e-27,1.512e-3
331.76,3.385e+2,4.822e-16,1.179e-15,4.022e+1,9.615e-17,7.423e-25,2.983e+2,,2.682e-27,5.274e-4
331.78,2.791e+2,4.836e-16,1.179e-15,2.604e+1,9.609e-17,7.421e-25,2.531e+2,,2.683e-27,3.208e-4
331.8,2.431e+2,4.850e-16,1.178e-15,1.645e+1,9.603e-17,7.418e-25,2.266e+2,,2.684e-27,3.347e-4
331.83,2.303e+2,4.871e-16,1.178e-15,8.071e+0,9.595e-17,7.415e-25,2.222e+2,,2.686e-27,8.530e-4
331.85,2.467e+2,4.885e-16,1.178e-15,5.208e+0,9.589e-17,7.412e-25,2.415e+2,,2.687e-27,1.843e-3
331.88,3.026e+2,4.906e-16,1.178e-15,3.599e+0,9.581e-17,7.409e-25,2.990e+2,,2.689e-27,5.733e-3
331.9,3.567e+2,4.920e-16,1.178e-15,3.929e+0,9.575e-17,7.406e-25,3.527e+2,,2.690e-27,1.182e-2
331.93,4.547e+2,4.940e-16,1.177e-15,6.491e+0,9.566e-17,7.403e-25,4.482e+2,,2.691e-27,3.318e-2
331.95,5.266e+2,4.954e-16,1.177e-15,9.872e+0,9.561e-17,7.400e-25,5.167e+2,,2.692e-27,6.368e-2
331.98,6.368e+2,4.975e-16,1.177e-15,1.843e+1,9.552e-17,7.397e-25,6.182e+2,,2.694e-27,1.604e-1
332,7.086e+2,4.989e-16,1.177e-15,2.726e+1,9.546e-17,7.395e-25,6.810e+2,,2.695e-27,2.864e-1
332.03,8.107e+2,5.010e-16,1.176e-15,4.684e+1,9.538e-17,7.391e-25,7.632e+2,,2.697e-27,6.473e-1
332.05,8.748e+2,5.024e-16,1.176e-15,6.511e+1,9.532e-17,7.389e-25,8.086e+2,,2.698e-27,1.075e+0
332.08,9.669e+2,5.045e-16,1.176e-15,1.018e+2,9.524e-17,7.385e-25,8.628e+2,,2.699e-27,2.182e+0
332.1,1.027e+3,5.059e-16,1.176e-15,1.331e+2,9.518e-17,7.383e-25,8.902e+2,,2.700e-27,3.373e+0
332.13,1.115e+3,5.080e-16,1.176e-15,1.903e+2,9.509e-17,7.379e-25,9.187e+2,,2.702e-27,6.146e+0
332.15,1.172e+3,5.094e-16,1.175e-15,2.346e+2,9.504e-17,7.377e-25,9.286e+2,,2.703e-27,8.848e+0
332.17,1.225e+3,5.108e-16,1.175e-15,2.827e+2,9.498e-17,7.374e-25,9.299e+2,,2.704e-27,1.238e+1
332.2,1.291e+3,5.129e-16,1.175e-15,3.588e+2,9.489e-17,7.371e-25,9.124e+2,,2.706e-27,1.944e+1
332.22,1.320e+3,5.143e-16,1.175e-15,4.094e+2,9.484e-17,7.368e-25,8.854e+2,,2.707e-27,2.536e+1
332.25,1.335e+3,5.164e-16,1.175e-15,4.791e+2,9.475e-17,7.365e-25,8.201e+2,,2.709e-27,3.588e+1
332.27,1.322e+3,5.178e-16,1.174e-15,5.181e+2,9.469e-17,7.362e-25,7.605e+2,,2.710e-27,4.372e+1
332.3,1.267e+3,5.199e-16,1.174e-15,5.594e+2,9.461e-17,7.359e-25,6.519e+2,,2.711e-27,5.596e+1
332.32,1.208e+3,5.213e-16,1.174e-15,5.729e+2,9.455e-17,7.357e-25,5.711e+2,,2.712e-27,6.390e+1
332.35,1.091e+3,5.234e-16,1.174e-15,5.696e+2,9.447e-17,7.353e-25,4.466e+2,,2.714e-27,7.447e+1
332.37,9.985e+2,5.248e-16,1.174e-15,5.515e+2,9.441e-17,7.351e-25,3.669e+2,,2.715e-27,8.013e+1
332.4,8.486e+2,5.269e-16,1.173e-15,5.030e+2,9.432e-17,7.347e-25,2.597e+2,,2.717e-27,8.598e+1
332.42,7.463e+2,5.283e-16,1.173e-15,4.591e+2,9.427e-17,7.345e-25,1.992e+2,,2.718e-27,8.800e+1
332.45,5.980e+2,5.304e-16,1.173e-15,3.825e+2,9.418e-17,7.341e-25,1.270e+2,,2.719e-27,8.842e+1
332.47,5.066e+2,5.318e-16,1.173e-15,3.284e+2,9.413e-17,7.339e-25,9.085e+1,,2.720e-27,8.726e+1
332.5,3.859e+2,5.339e-16,1.173e-15,2.498e+2,9.404e-17,7.335e-25,5.208e+1,,2.722e-27,8.403e+1
332.52,3.184e+2,5.353e-16,1.172e-15,2.024e+2,9.398e-17,7.333e-25,3.467e+1,,2.723e-27,8.127e+1
332.54,2.619e+2,5.367e-16,1.172e-15,1.612e+2,9.393e-17,7.330e-25,2.243e+1,,2.724e-27,7.831e+1
332.57,1.983e+2,5.388e-16,1.172e-15,1.134e+2,9.384e-17,7.327e-25,1.106e+1,,2.726e-27,7.383e+1
332.59,1.695e+2,5.402e-16,1.172e-15,9.189e+1,9.378e-17,7.325e-25,6.654e+0,,2.727e-27,7.093e+1
332.62,1.455e+2,5.423e-16,1.172e-15,7.577e+1,9.370e-17,7.321e-25,2.943e+0,,2.728e-27,6.674e+1
332.64,1.415e+2,5.437e-16,1.171e-15,7.584e+1,9.364e-17,7.319e-25,1.648e+0,,2.730e-27,6.398e+1
332.67,1.522e+2,5.458e-16,1.171e-15,9.185e+1,9.356e-17,7.315e-25,6.539e-1,,2.731e-27,5.966e+1
332.69,1.696e+2,5.472e-16,1.171e-15,1.127e+2,9.350e-17,7.313e-25,3.405e-1,,2.732e-27,5.652e+1
332.72,2.092e+2,5.493e-16,1.171e-15,1.578e+2,9.341e-17,7.309e-25,1.212e-1,,2.734e-27,5.124e+1
332.74,2.429e+2,5.507e-16,1.171e-15,1.955e+2,9.336e-17,7.307e-25,5.872e-2,,2.735e-27,4.729e+1
332.77,3.000e+2,5.528e-16,1.170e-15,2.592e+2,9.327e-17,7.303e-25,1.875e-2,,2.737e-27,4.076e+1
332.79,3.392e+2,5.541e-16,1.170e-15,3.031e+2,9.321e-17,7.301e-25,8.448e-3,,2.738e-27,3.611e+1
